x,y,z
605195.870654,4058756.39199,-4.18902072483
606274.062182,4059290.88743,13.1283758303
605831.493289,4059863.1958,3.27496120883
604762.027571,4059290.96553,-16.4158488536
605140.013608,4059825.4836,-11.060294064
608164.078959,4059825.36083,43.2669072149
608542.093111,4059290.79933,51.9680206813
607786.081905,4059290.82603,38.9059286632
608164.095788,4058756.26437,47.6859867471
606652.078275,4058756.32284,21.9187932479
607030.091576,4058221.75871,30.8442937268
606274.085214,4058221.78894,18.0953683416
606652.097677,4057687.22533,27.1800462654
608164.113266,4057687.16908,52.4683905005
608542.127519,4057152.60866,61.3332368946
607786.117537,4057152.63622,48.6092898369
608164.131366,4056618.07613,57.455382595
606652.117099,4056618.13504,32.5832913239
604774.109476,4057156.66198,0.598445085153
605140.11132,4056618.20247,8.4485622935
604459.397888,4056574.57038,-3.04190103213
605518.099078,4057152.72885,11.8776004876
605104.838393,4057706.01144,1.98955792714
604006.088806,4057152.82446,-16.1103138235
604384.062163,4057687.3471,-12.2238320745
603250.113581,4057152.85517,-27.2568006628
602494.133355,4057152.87486,-36.5760437662
602872.114827,4057687.39453,-35.1009152563
602872.130825,4056618.31639,-28.1357095686
603628.109786,4056618.28486,-17.5401341036
603628.107884,4057687.36711,-27.1089609409
603250.066892,4059291.0135,-40.7814165945
602494.104225,4059291.02402,-49.996490392
602872.081745,4059825.52391,-47.9491770403
602872.090616,4058756.49618,-42.4687227763
603628.058032,4058756.46778,-32.3768645568
604006.037135,4059291.00174,-30.0416890006
603628.050474,4059825.51557,-38.5053236767
594934.07349,4059291.18185,-114.885576413
594177.996794,4059291.31024,-132.214485437
594555.991778,4059825.91009,-126.931920506
594556.083497,4058756.59502,-121.025093222
595690.264108,4058221.80565,-97.9852147377
594934.171749,4058221.91677,-111.791777292
595312.16602,4058756.45278,-105.06647273
595312.250331,4057687.30064,-104.457373633
596068.329114,4057687.24658,-92.780170156
596446.36396,4058221.76376,-87.1748972305
596068.289119,4058756.3095,-91.0957080677
594178.17488,4057152.87764,-124.419280673
594556.234575,4056618.28379,-116.674109768
594934.240989,4057152.79335,-110.671993257
594556.173559,4057687.39512,-118.228969631
595312.291283,4056618.22996,-104.20732161
596068.340271,4056618.20675,-93.3541475087
594178.094282,4058222.04358,-127.229266975
600982.226554,4059291.01205,-64.3134469027
600226.291373,4059290.99766,-69.0228961347
600604.267569,4059825.51807,-68.3192266343
600604.258942,4058756.48613,-64.9934394318
601738.147924,4058221.98143,-52.8058728493
600982.235969,4058221.98143,-60.3058092921
601360.185833,4058756.48554,-59.3471892107
601360.186827,4057687.46916,-53.3262827531
602116.135018,4057687.43814,-44.7382729371
602494.109932,4058221.97617,-43.5594412057
602116.126942,4058756.50488,-51.4568324796
600226.275327,4057152.91307,-59.4272383255
599470.327728,4057152.89134,-64.7654039479
599848.308912,4057687.44486,-64.8531898654
599848.294719,4056618.35744,-59.5255131984
600604.245882,4056618.36901,-53.223647963
600982.219935,4057152.9216,-53.1760802694
600604.253399,4057687.46136,-59.7120904939
601360.198099,4056618.36343,-45.9504903058
602116.158942,4056618.34208,-37.5358000873
597202.394204,4057152.74924,-80.5597986239
596446.361849,4057152.7246,-88.4254100013
596824.39041,4057687.25032,-83.8432214405
596824.373229,4056618.21539,-84.3131295871
597580.384032,4056618.24799,-76.9581173437
597958.397787,4057152.79774,-74.5421325134
597580.41847,4057687.29434,-77.5291079614
599092.33895,4056618.33096,-65.2298393569
597202.440291,4059291.01368,-79.6769707428
596446.405991,4059290.94437,-84.6458077974
596824.413321,4059825.68715,-84.6050333136
596824.413596,4058756.33608,-82.311524088
599470.342815,4058221.97493,-69.5695329038
598714.417456,4058221.93186,-72.7817694649
599167.97602,4058731.75676,-73.1637377914
599092.366886,4057687.41878,-69.2377190846
600226.285619,4058221.97529,-65.0978201135
599848.312855,4058756.4793,-69.5419969599
598714.437927,4059290.97919,-75.2631377062
597958.481833,4059291.00866,-76.5640126816
598336.45208,4059825.55744,-77.4780300918
598336.460989,4058756.42922,-74.9448168975
599470.355792,4059290.97495,-72.8724130488
606652.042385,4060894.51048,12.9624581971
607030.055248,4060359.94905,21.5229809165
606274.044063,4060359.9779,8.32364057908
606652.058111,4059825.41608,17.1975274269
608919.963233,4074792.72341,22.3568880252
609297.989266,4074258.12742,23.6594157923
608541.972816,4074258.11949,5.51396441344
608919.951881,4073723.4809,11.5893827811
602116.1707,4077999.48802,-30.1282302327
602872.157727,4077999.61792,-19.9762132431
601360.236864,4077999.40989,-38.2159187199
600604.332867,4077999.45839,-42.4443178719
600982.304044,4077464.65808,-53.5159570868
599848.383604,4077999.55776,-43.8564148073
599092.347652,4077999.53131,-47.3989113992
603250.156765,4076395.81615,-49.1746785658
600982.827852,4076396.01383,-71.2681376749
599834.246996,4075820.97393,-69.5497983841
598714.129542,4076395.67839,-72.809570794
